canonical_song_id,canonical_title,canonical_artist,canonical_group_key,entry_count,alias_count,first_chart_date,last_chart_date
1239,I Like,Guy,i like|||guy,7,1,2004-03-23,2015-05-26
1337,I'm Bad,LL Cool J,im bad|||ll cool j,7,1,2022-12-06,2023-01-17
1362,I'm the Only Woman,Mary J. Blige,im the only woman|||mary j blige,7,1,2006-09-05,2006-10-17
1442,I've Been Waiting,LeVert,ive been waiting|||levert,7,1,2014-01-07,2019-08-06
1527,Kuma/Panda (Tekken 3),Keiichi Okabe,kuma panda tekken 3|||keiichi okabe,7,1,2005-01-25,2026-02-24
1528,L.O.V.E.,Frank Nitti feat. DJ Quik; J. Black,l o v e|||frank nitti feat dj quik j black,7,1,2010-08-10,2010-10-26
1538,Last Night,Az Yet,last night|||az yet,7,1,2005-04-26,2020-04-07
1570,Let Me Know,Tamar Braxton feat. Future,let me know|||tamar braxton feat future,7,1,2023-07-04,2023-08-15
1578,Let's Do It All,Jodeci,lets do it all|||jodeci,7,1,2003-04-15,2005-03-29
1592,Let's Talk About It,Queen Naija,lets talk about it|||queen naija,7,1,2023-01-10,2023-02-28
1597,Lick 'Em Low Lover,AMG,lick em low lover|||amg,7,1,2007-06-05,2007-07-31
1686,Love You Always,Jodeci,love you always|||jodeci,7,1,2004-03-30,2004-05-11
1720,Make It Hot,LL Cool J,make it hot|||ll cool j,7,1,2006-09-12,2007-01-02
1745,Me & You,King 40,me and you|||king 40,7,1,2012-07-24,2012-09-04
1778,Miss You,Aaliyah,miss you|||aaliyah,7,1,2003-03-18,2003-04-29
1783,Moan and Groan,Mark Morrison,moan and groan|||mark morrison,7,1,2019-08-13,2019-10-08
1810,Ms. New Booty,Bubba Sparxxx feat. Ying Yang Twins; Mr. Collipark,ms new booty|||bubba sparxxx feat ying yang twins mr collipark,7,1,2006-03-14,2006-04-25
1849,My Type,Popcaan,my type|||popcaan,7,1,2021-12-14,2022-01-25
1886,New Jack Hustler,Ice T,new jack hustler|||ice t,7,1,2007-09-04,2007-10-30
1983,On The Floor,Saint Lamaar,on the floor|||saint lamaar,7,1,2025-12-09,2026-01-20
1989,One Life Stand,Joe,one life stand|||joe,7,1,2006-02-14,2019-07-30
2077,Pissy,Gucci Mane feat. Roddy Ricch; Nardo Wick,pissy|||gucci mane feat roddy ricch nardo wick,7,1,2023-05-09,2023-06-20
2136,Pullin' Me Back,Chingy feat. Tyrese,pullin me back|||chingy feat tyrese,7,1,2006-07-04,2006-08-22
2138,Pump It Up,Joe Budden,pump it up|||joe budden,7,1,2004-02-24,2004-04-06
2154,Put In Work,Jacquees feat. Chris Brown,put in work|||jacquees feat chris brown,7,1,2021-01-05,2021-02-16
2158,Put Your Hands Where My Eyes Can See,Busta Rhymes,put your hands where my eyes can see|||busta rhymes,7,1,2019-10-15,2019-11-26
2175,Rain,Ro James,rain|||ro james,7,1,2020-09-01,2020-10-13
2188,Real Muthaphucckin' G's,Eazy-E,real muthaphucckin gs|||eazy e,7,1,2014-06-17,2014-08-05
2193,Real Talk,R. Kelly,real talk|||r kelly,7,1,2008-01-15,2008-03-11
2202,Rebel,Tink feat. Jeremih,rebel|||tink feat jeremih,7,1,2021-08-10,2021-09-21
2215,Remind Me,Röyksopp,remind me|||royksopp,7,1,2006-11-21,2007-01-30
2226,Rewind,Nas,rewind|||nas,7,1,2020-09-29,2023-07-04
2238,Ridin',Chamillionaire feat. Krayzie Bone,ridin|||chamillionaire feat krayzie bone,7,1,2006-05-02,2006-06-13
2262,Rock With You,Mason & Julez feat. Lloyd,rock with you|||mason and julez feat lloyd,7,1,2023-03-07,2023-04-18
2292,Runaway Love,Ludacris feat. Mary J. Blige,runaway love|||ludacris feat mary j blige,7,1,2006-12-26,2007-02-06
2301,S-More,Jodeci,s more|||jodeci,7,1,2003-06-03,2003-09-02
2312,Savage Seduction OC ReMix,Protricity,savage seduction oc remix|||protricity,7,1,2004-12-21,2005-07-12
2326,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John,scatman ski ba bop ba dop bop|||scatman john,7,1,2018-05-22,2020-03-03
2371,Sexual,Shai,sexual|||shai,7,1,2005-02-08,2005-03-22
2415,Show Da World,Boosie Badazz; Webbie feat. Kiara,show da world|||boosie badazz webbie feat kiara,7,1,2014-08-19,2014-09-30
2433,Sittin' Sidewayz,Paul Wall feat. Big Pokey,sittin sidewayz|||paul wall feat big pokey,7,1,2005-10-04,2005-11-15
2467,Sly Fox,Nas,sly fox|||nas,7,1,2008-07-15,2008-08-26
2469,Smile,Guy,smile|||guy,7,1,2003-08-26,2018-02-20
2475,Smooth Operator,GeezLy feat. That Mexican OT,smooth operator|||geezly feat that mexican ot,7,1,2024-08-27,2024-10-08
2502,Somebody Loves You Baby (You Know Who It Is),Patti LaBelle,somebody loves you baby you know who it is|||patti labelle,7,1,2025-04-15,2025-05-27
2523,Southernplayalisticadillacmuzik,OutKast,southernplayalisticadillacmuzik|||outkast,7,1,2005-09-20,2017-02-21
2524,Spaceship,Kanye West feat. Consequence,spaceship|||kanye west feat consequence,7,1,2005-03-08,2005-04-19
2526,Speak To Me,Koryn Hawthorne,speak to me|||koryn hawthorne,7,1,2024-06-11,2024-07-23
2632,Sunshine,Lil' Flip feat. Lea,sunshine|||lil flip feat lea,7,1,2004-11-16,2004-12-28
2719,Thank You!!,Home Made Kazoku,thank you|||home made kazoku,7,1,2007-01-23,2007-03-06
2752,The Future,Guy,the future|||guy,7,1,2009-08-04,2009-09-15
2806,Theme of Dan Severn,Jim Johnston,theme of dan severn|||jim johnston,7,1,2016-09-27,2016-11-29
2814,Theme of Hwoarang (Tekken 3),Keiichi Okabe,theme of hwoarang tekken 3|||keiichi okabe,7,1,2017-09-26,2017-11-07
2834,These Are Our Heroes,Nas,these are our heroes|||nas,7,1,2005-11-22,2007-10-16
2844,This Is the Life,Wendy & Lisa,this is the life|||wendy and lisa,7,1,2006-08-15,2007-05-08
2890,Too Late,Rayven Justice,too late|||rayven justice,7,1,2016-12-27,2017-02-07
2944,Tyler Herro,Jack Harlow,tyler herro|||jack harlow,7,1,2023-02-07,2023-03-21
2984,Vans,The Pack,vans|||the pack,7,1,2006-09-12,2006-10-24
2994,Wait (The Whisper Song),Ying Yang Twins,wait the whisper song|||ying yang twins,7,1,2005-04-05,2005-05-17
3023,Wasted,Gucci Mane,wasted|||gucci mane,7,1,2009-12-22,2010-12-14
3092,Whatever You Want,Troy E; Young Menace,whatever you want|||troy e young menace,7,1,2022-09-20,2023-01-31
3120,Whiteboyz,Tom MacDonald feat. Adam Calhoun,whiteboyz|||tom macdonald feat adam calhoun,7,1,2022-02-15,2022-03-29
3155,Woman's World,H-Town,womans world|||h town,7,1,2009-04-21,2010-11-09
3183,Yaaron Sunn Lo,Gurbachan Singh Inder Singh Chuate,yaaron sunn lo|||gurbachan singh inder singh chuate,7,1,2025-03-25,2025-05-06
3207,You Know Who,T.I.,you know who|||t i,7,1,2006-05-02,2006-06-13
3208,You Look Fly Today,Jim Johnston,you look fly today|||jim johnston,7,1,2017-04-18,2019-02-19
3222,"Your Neck, Your Back",Too Short,your neck your back|||too short,7,1,2004-12-07,2008-10-21
15,1hr Past Midnight,Ar'mon,1hr past midnight|||armon,6,1,2023-01-10,2023-02-14
21,2 Legit 2 Quit,MC Hammer,2 legit 2 quit|||mc hammer,6,1,2015-05-05,2015-06-09
26,2 Real,Scarface feat. 3-2; UGK,2 real|||scarface feat 3 2 ugk,6,1,2020-04-21,2020-05-26
34,2nd Childhood,Nas,2nd childhood|||nas,6,1,2003-06-10,2003-07-15
59,A Little Bit More,Jamie Lidell,a little bit more|||jamie lidell,6,1,2007-03-27,2007-05-01
79,Adorn,Miguel,adorn|||miguel,6,1,2025-10-07,2025-11-11
101,Ain't Nobody,L.L. Cool J,aint nobody|||l l cool j,6,1,2004-01-13,2004-02-17
105,Albert Einstein vs. Steven Hawking,Epic Rap Battles of History,albert einstein vs steven hawking|||epic rap battles of history,6,1,2015-01-13,2015-02-24
149,Amnesia,seiavolt,amnesia|||seiavolt,6,1,2025-12-02,2026-01-06
154,Angles,Wale feat. Chris Brown,angles|||wale feat chris brown,6,1,2021-08-24,2021-09-28
165,Are We Cuttin',Pastor Troy feat. Ms. Jade,are we cuttin|||pastor troy feat ms jade,6,1,2017-12-19,2018-01-23
172,Ass Like That,Eminem,ass like that|||eminem,6,1,2005-07-12,2005-11-01
183,Autumn Mist,Ryan Farish,autumn mist|||ryan farish,6,1,2006-09-19,2006-11-07
190,B.E.D,Tone Stith,b e d|||tone stith,6,1,2022-12-06,2023-01-10
323,BNB,DeJ Loaf,bnb|||dej loaf,6,1,2024-10-15,2024-11-19
217,Back to Back,Raquel Ra Brown feat. Raheem DeVaughn,back to back|||raquel ra brown feat raheem devaughn,6,1,2024-08-20,2024-09-24
222,Bad Habits,Maxwell,bad habits|||maxwell,6,1,2009-07-07,2009-08-25
263,BedRock,Young Money feat. Lloyd,bedrock|||young money feat lloyd,6,1,2010-02-23,2010-03-30
270,Been Through,Chris Marquis feat. Ncredible704,been through|||chris marquis feat ncredible704,6,1,2023-04-25,2023-05-30
285,Between You and Me,Danny Boy feat. Roger Troutman,between you and me|||danny boy feat roger troutman,6,1,2014-11-04,2015-06-02
289,Big Dog,Prof feat. That Mexican OT; 2 Chainz,big dog|||prof feat that mexican ot 2 chainz,6,1,2026-03-03,2026-04-07
383,Bump n' Grind (Remix),R. Kelly,bump n grind remix|||r kelly,6,1,2006-03-28,2006-05-02
396,Bust A Nut,Luke feat. The Notorious B.I.G.,bust a nut|||luke feat the notorious b i g,6,1,2005-06-07,2005-07-12
421,Can It Be (Half a Million Dollars and 18 Months Later),Murs,can it be half a million dollars and 18 months later|||murs,6,1,2008-11-04,2008-12-09
423,Can You Do The Work?,Sean Paul feat. Ce'cile,can you do the work|||sean paul feat cecile,6,1,2003-09-02,2003-10-07
428,Can You Stand The Rain,New Edition,can you stand the rain|||new edition,6,1,2017-04-18,2017-05-23
439,Can't Nobody,Keith Sweat feat. Raheem DeVaughn,cant nobody|||keith sweat feat raheem devaughn,6,1,2021-10-12,2021-11-16
445,Can't Wait,Charles Moore,cant wait|||charles moore,6,1,2004-10-26,2010-09-14
457,Cater,Tink; 2 Chainz,cater|||tink 2 chainz,6,1,2022-06-07,2022-07-19
466,Chains & Whips,Clipse; Kendrick Lamar; Pharrell Williams; Pusha T; Malice,chains and whips|||clipse kendrick lamar pharrell williams pusha t malice,6,1,2025-09-16,2025-10-28
507,Clamato Fever OC ReMix,A_Rival & prozax,clamato fever oc remix|||a rival and prozax,6,1,2014-04-15,2014-05-20
513,Close the Door,Teddy Pendergrass,close the door|||teddy pendergrass,6,1,2005-01-25,2005-03-15
518,Cold,Chris Stapleton,cold|||chris stapleton,6,1,2023-03-07,2023-04-11
586,Da B Side,Da Brat feat. Jermaine Dupri; The Notorious B.I.G.,da b side|||da brat feat jermaine dupri the notorious b i g,6,1,2015-09-29,2015-11-03
650,Do The Right Thing,Redhead Kingpin and the F.B.I.,do the right thing|||redhead kingpin and the f b i,6,1,2018-03-06,2018-10-16
723,Dreams,The Game,dreams|||the game,6,1,2005-07-26,2005-08-30
752,Enough Is Enough,James A. Johnston,enough is enough|||james a johnston,6,1,2003-09-16,2011-06-07
757,Epic Dream,Paul Taylor,epic dream|||paul taylor,6,1,2022-06-28,2022-08-02
777,Everything,Mary J. Blige,everything|||mary j blige,6,1,2007-02-20,2007-03-27
781,Excited,11:11,excited|||11 11,6,1,2024-10-08,2024-11-12
826,Fire and Desire,Rick James feat. Teena Marie,fire and desire|||rick james feat teena marie,6,1,2005-10-18,2005-11-29
833,Fist,James A. Johnston,fist|||james a johnston,6,1,2003-04-15,2003-05-20
857,For War,Omarion,for war|||omarion,6,1,2025-11-04,2025-12-09
860,Forest Interlude (Donkey Kong Country 2),David Wise,forest interlude donkey kong country 2|||david wise,6,1,2004-05-18,2011-11-15
964,Ghettomusick,OutKast,ghettomusick|||outkast,6,1,2003-12-02,2005-02-01
1002,Going Home,Trammell Starks,going home|||trammell starks,6,1,2007-04-17,2008-09-30
1027,Goodies,Ciara feat. Petey Pablo,goodies|||ciara feat petey pablo,6,1,2004-11-16,2004-12-21
1028,Goodlife,T.I. feat. Pharrell Williams; Common,goodlife|||t i feat pharrell williams common,6,1,2006-10-03,2006-11-07
1063,Halleluya,Johnny Drille feat. Simi,halleluya|||johnny drille feat simi,6,1,2019-12-10,2020-01-14
1143,Hoochie Mama,2 Live Crew,hoochie mama|||2 live crew,6,1,2022-11-29,2023-01-03
1173,How Many Times,Darryl Pearson,how many times|||darryl pearson,6,1,2022-03-08,2022-04-12
1199,I CAN TELL,Giveon,i can tell|||giveon,6,1,2025-07-22,2025-08-26
1212,I Don't Want to Do Anything,Mary J. Blige,i dont want to do anything|||mary j blige,6,1,2004-03-02,2010-11-23
1220,I Get Crazy,Nicki Minaj; Lil Wayne,i get crazy|||nicki minaj lil wayne,6,1,2009-11-03,2009-12-08
1240,I Like,Kut Klose,i like|||kut klose,6,1,2005-07-19,2005-11-22
1238,I Like The Way (The Kissing Game),Hi-Five,i like the way the kissing game|||hi five,6,1,2014-06-03,2014-07-08
1292,I Want You,Ginuwine,i want you|||ginuwine,6,1,2011-09-06,2011-10-11
1322,If You Don't Know Me By Now,Seal,if you dont know me by now|||seal,6,1,2008-11-25,2009-01-13
1328,Ignition,R. Kelly,ignition|||r kelly,6,1,2003-03-18,2003-04-22
1387,In Those Jeans,Ginuwine,in those jeans|||ginuwine,6,1,2003-12-09,2004-01-13
1394,Inhale,Bryson Tiller,inhale|||bryson tiller,6,1,2020-09-22,2020-10-27
1419,It Won't Stop,Sevyn Streeter feat. Chris Brown,it wont stop|||sevyn streeter feat chris brown,6,1,2013-12-24,2014-01-28
1448,Jigga What,Jay-Z,jigga what|||jay z,6,1,2004-08-31,2011-01-18
1500,Keep On Rollin,King George,keep on rollin|||king george,6,1,2024-08-20,2024-09-24
1511,King George Island Stage (Tekken),N.G.O.,king george island stage tekken|||n g o,6,1,2003-09-09,2003-12-09
1514,Kiss Me Down,Wayne Beckner,kiss me down|||wayne beckner,6,1,2004-05-04,2004-06-15
1524,Know the Red,John Cena feat. Tha Trademarc; Bumpy Knuckles,know the red|||john cena feat tha trademarc bumpy knuckles,6,1,2005-08-16,2005-09-20
1526,Kool Kats,Trammell Starks,kool kats|||trammell starks,6,1,2008-12-30,2009-06-16
1546,Lately,Jodeci,lately|||jodeci,6,1,2004-07-13,2005-01-04
1552,Lay You Down,Keith Sweat,lay you down|||keith sweat,6,1,2024-02-20,2024-03-26
1576,Let's Chill,Charlie Wilson,lets chill|||charlie wilson,6,1,2007-07-24,2007-08-28
1586,Let's Go Away (Daytona USA),Sega,lets go away daytona usa|||sega,6,1,2004-06-15,2004-07-20
1593,Let's Talk About Sex,Salt-N-Pepa,lets talk about sex|||salt n pepa,6,1,2019-12-10,2020-01-14
1603,Life Is a Fantasy,Vanilla Ice,life is a fantasy|||vanilla ice,6,1,2003-03-18,2004-04-27
1604,Life Is... Too $hort,Too $hort,life is too hort|||too hort,6,1,2022-12-27,2023-01-31
1613,Light Jazz Tonight,Trammell Starks,light jazz tonight|||trammell starks,6,1,2008-09-23,2008-10-28
1616,Like I Love You,Justin Timberlake,like i love you|||justin timberlake,6,1,2003-07-22,2003-08-26
1617,Like That,Future; Metro Boomin feat. Kendrick Lamar,like that|||future metro boomin feat kendrick lamar,6,1,2025-04-29,2025-06-03
1618,Like Toy Soldiers,Eminem,like toy soldiers|||eminem,6,1,2005-02-08,2005-03-15
1624,Little Drummer Boy,The Jackson 5,little drummer boy|||the jackson 5,6,1,2005-11-29,2006-01-03
1635,Lonely,Jaheim,lonely|||jaheim,6,1,2008-08-26,2008-09-30
1705,Made 4 U,Leven Kali feat. Syd,made 4 u|||leven kali feat syd,6,1,2020-09-22,2020-10-27
1708,Made Man,O,made man|||o,6,1,2009-06-09,2009-07-14
1722,Make It Last,P-Lo feat. 1-O.A.K.,make it last|||p lo feat 1 o a k,6,1,2018-12-04,2019-01-08
1721,Make It Last Forever,Keith Sweat feat. Jacci McGhee,make it last forever|||keith sweat feat jacci mcghee,6,1,2003-06-24,2003-07-29
1735,Marvin Used To Say,Raheem DeVaughn feat. The Colleagues,marvin used to say|||raheem devaughn feat the colleagues,6,1,2020-09-01,2020-10-13
1742,Maybe,Alina Baraz; Galimatias,maybe|||alina baraz galimatias,6,1,2023-08-22,2023-10-03
1779,Missing In Atlanta,Junetober,missing in atlanta|||junetober,6,1,2025-06-03,2025-07-08
1781,Misty Waters,Ficara,misty waters|||ficara,6,1,2018-07-10,2018-11-13
1827,My Dancing Heart,Chris Camozzi,my dancing heart|||chris camozzi,6,1,2017-11-28,2018-01-02
1868,Nature,Leigh-Anne,nature|||leigh anne,6,1,2024-07-09,2024-08-13
1872,Nellyville,Nelly,nellyville|||nelly,6,1,2003-05-13,2003-06-17
1890,Night Calls,Yo Trane,night calls|||yo trane,6,1,2018-10-09,2018-11-13
1910,No More Talk,T.I.,no more talk|||t i,6,1,2004-06-01,2005-05-31
1916,No Pannies On,Legit,no pannies on|||legit,6,1,2004-10-26,2008-05-20
1932,Not An Angel,Tems,not an angel|||tems,6,1,2023-12-12,2024-01-16
1959,Obsession (No Es Amor),Frankie J feat. Baby Bash,obsession no es amor|||frankie j feat baby bash,6,1,2005-03-29,2005-05-03
1984,Once a Dawg (Janine 2),AMG,once a dawg janine 2|||amg,6,1,2007-05-08,2007-06-12
1986,One At A Time,Pat Coil,one at a time|||pat coil,6,1,2017-10-31,2017-12-05
2001,One Week,Barenaked Ladies,one week|||barenaked ladies,6,1,2004-01-13,2004-02-17
2018,Ooo La La La,Teena Marie,ooo la la la|||teena marie,6,1,2009-02-24,2009-03-31
2022,Open Invitation,Keith Sweat,open invitation|||keith sweat,6,1,2012-06-12,2012-07-17
2038,Over,Plaza,over|||plaza,6,1,2018-01-23,2018-02-27
2071,Personal,Craig David,personal|||craig david,6,1,2006-09-26,2006-10-31
2079,Planes,Jeremih feat. J. Cole,planes|||jeremih feat j cole,6,1,2015-11-03,2015-12-08
2095,Please Don't Go,WanMor,please dont go|||wanmor,6,1,2024-01-02,2024-02-06
2104,Pleasure Seeker,Paul Taylor,pleasure seeker|||paul taylor,6,1,2004-05-04,2004-06-22
2120,Power Pop,Rick DiFonzo; Scott Schreer,power pop|||rick difonzo scott schreer,6,1,2009-10-13,2009-12-08
2137,Pump It Back,Jodeci,pump it back|||jodeci,6,1,2003-03-18,2003-04-22
2164,R&B Thug,R. Kelly,r and b thug|||r kelly,6,1,2006-06-06,2006-07-11
2197,Really Wanna Bone,Shazam Conner,really wanna bone|||shazam conner,6,1,2009-07-28,2009-09-01
2240,Right & Wrong (Remix),Lizzen feat. Keith Sweat,right and wrong remix|||lizzen feat keith sweat,6,1,2024-09-24,2024-10-29
2242,Right Direction,Steve Oliver,right direction|||steve oliver,6,1,2005-10-04,2005-12-06
2255,Robin,Taku Iwasaki,robin|||taku iwasaki,6,1,2008-08-19,2009-01-27
2279,Ropocolypse 2,Kevin Macleod,ropocolypse 2|||kevin macleod,6,1,2024-06-18,2024-07-23
2284,Ruined Me,Muni Long,ruined me|||muni long,6,1,2025-01-07,2025-02-11
2354,Sex In the Kitchen,R. Kelly,sex in the kitchen|||r kelly,6,1,2005-03-01,2005-04-05
2361,Sex-O,Ralph Tresvant,sex o|||ralph tresvant,6,1,2013-09-17,2013-10-29
2456,Slow For Me,Melii feat. Tory Lanez,slow for me|||melii feat tory lanez,6,1,2019-04-30,2019-06-04
2471,Smoking Cigarettes,Tweet,smoking cigarettes|||tweet,6,1,2003-07-22,2003-08-26
2473,Smooth Criminal,Alien Ant Farm,smooth criminal|||alien ant farm,6,1,2004-04-06,2022-07-26
2474,Smooth Operator,Big Daddy Kane,smooth operator|||big daddy kane,6,1,2018-03-20,2018-04-24
2481,Snake,R. Kelly,snake|||r kelly,6,1,2003-03-18,2003-04-22
2497,Soho Rain,Scott Schreer; Michael Whalen,soho rain|||scott schreer michael whalen,6,1,2010-08-24,2022-10-11
2513,SonikElektronik OC Remix,Rayza,sonikelektronik oc remix|||rayza,6,1,2004-10-26,2004-11-30
2545,Stack It Up,Liam Payne feat. A Boogie Wit Da Hoodie,stack it up|||liam payne feat a boogie wit da hoodie,6,1,2019-11-19,2019-12-31
2555,Stankonia (Stanklove),OutKast feat. Sleepy Brown; Big Rube,stankonia stanklove|||outkast feat sleepy brown big rube,6,1,2012-12-04,2017-01-24
2568,Steelo,702 feat. Missy Elliott,steelo|||702 feat missy elliott,6,1,2012-10-30,2013-02-05
2570,Step In the Name of Love,Kim Waters,step in the name of love|||kim waters,6,1,2011-02-08,2011-03-15
2579,Still Wit It,Finesse2tymes feat. Tay Keith,still wit it|||finesse2tymes feat tay keith,6,1,2023-01-03,2023-02-07
2594,Street Lights,Dreamkid,street lights|||dreamkid,6,1,2023-11-14,2023-12-19
2599,Strip Mine OC ReMix,Beatdrop,strip mine oc remix|||beatdrop,6,1,2005-01-11,2005-03-01
2627,Summertime,Jamie Foxx,summertime|||jamie foxx,6,1,2006-07-18,2007-01-16
2692,Teamwork,Ludacris,teamwork|||ludacris,6,1,2004-04-20,2004-05-25
2707,Ten-Hut,Sheek Louch,ten hut|||sheek louch,6,1,2004-02-03,2004-04-20
2725,That's The Way Love Goes,Janet Jackson,thats the way love goes|||janet jackson,6,1,2026-03-03,2026-04-07
2727,That's What I Like (Remix),Bruno Mars feat. Gucci Mane,thats what i like remix|||bruno mars feat gucci mane,6,1,2017-04-25,2017-06-06
2744,The Choice Is Yours,Black Sheep,the choice is yours|||black sheep,6,1,2013-08-20,2013-09-24
2753,The Gank,Nelly,the gank|||nelly,6,1,2003-09-02,2003-10-07
2764,The Life,Shyne,the life|||shyne,6,1,2003-03-25,2003-12-09
2837,Thinkin' About You,Avant,thinkin about you|||avant,6,1,2004-10-05,2004-11-09
2870,Time & Place,Jodeci,time and place|||jodeci,6,1,2003-03-18,2003-04-22
2880,Tomb of the Boom,OutKast feat. Big Gipp; Konkrete; Ludacris,tomb of the boom|||outkast feat big gipp konkrete ludacris,6,1,2004-03-02,2005-05-03
2893,Too Many Options,Mario,too many options|||mario,6,1,2018-12-18,2019-01-22
3019,WASSUP WIT IT,Asiahn,wassup wit it|||asiahn,6,1,2025-05-20,2025-06-24
3001,Walk the Dinosaur,Was (Not Was),walk the dinosaur|||was not was,6,1,2008-10-14,2008-11-18
3042,We Got More,Luniz feat. Shock G,we got more|||luniz feat shock g,6,1,2004-02-24,2004-03-30
3058,We're Comin' Down,James A. Johnston,were comin down|||james a johnston,6,1,2003-04-08,2003-05-13
3075,What Love Sounds Like,Levelle,what love sounds like|||levelle,6,1,2023-05-16,2023-06-20
3102,When A Man Loves A Woman,Percy Sledge,when a man loves a woman|||percy sledge,6,1,2004-07-27,2024-05-14
3136,Why You Wanna,T.I.,why you wanna|||t i,6,1,2006-07-04,2007-04-03
3161,Won't He Do It (Remix),Koryn Hawthorne,wont he do it remix|||koryn hawthorne,6,1,2019-02-26,2019-04-02
3176,Worth It,Fifth Harmony feat. Kid Ink,worth it|||fifth harmony feat kid ink,6,1,2015-10-20,2015-11-24
3185,Yeah!,Usher feat. Ludacris; Lil Jon,yeah|||usher feat ludacris lil jon,6,1,2004-08-10,2004-12-07
2,02.02.99,That Mexican OT,02 02 99|||that mexican ot,5,1,2024-01-16,2024-02-13
8,100,Ella Mai,100|||ella mai,5,1,2026-01-20,2026-02-17
10,14 Questions,Neek,14 questions|||neek,5,1,2024-07-09,2024-08-06
46,679,Fetty Wap feat. Remy Boyz; Monty,679|||fetty wap feat remy boyz monty,5,1,2015-11-10,2015-12-08
64,A Natural Woman (You Make Me Feel Like),H-Town,a natural woman you make me feel like|||h town,5,1,2011-08-30,2011-12-13
71,Above the Clouds (Thunderpuss Remix),Amber,above the clouds thunderpuss remix|||amber,5,1,2022-06-28,2022-07-26
81,Africa,Toto,africa|||toto,5,1,2018-03-20,2018-04-17
112,All Eyez,The Game feat. Jeremih,all eyez|||the game feat jeremih,5,1,2016-07-05,2016-08-02
121,All Me,Drake feat. 2 Chainz; Big Sean,all me|||drake feat 2 chainz big sean,5,1,2015-06-30,2015-07-28
135,All Yours,Normani,all yours|||normani,5,1,2024-09-03,2024-10-01
128,All or Nothing,Queen Naija feat. Ella Mai,all or nothing|||queen naija feat ella mai,5,1,2023-11-21,2023-12-19
137,Alone,Yo Trane,alone|||yo trane,5,1,2018-08-07,2018-09-04
141,Always Be My Baby,Mariah Carey,always be my baby|||mariah carey,5,1,2004-01-20,2004-02-17
153,Angel,Shaggy feat. Rayvon,angel|||shaggy feat rayvon,5,1,2003-06-17,2003-07-15
151,Angel Island Zone (Sonic the Hedgehog 3),Sonic Team,angel island zone sonic the hedgehog 3|||sonic team,5,1,2004-01-13,2004-02-10
156,Anticipating,CoCo Jones,anticipating|||coco jones,5,1,2010-01-26,2010-02-23
177,Atatakai Omoi (sola),Fujima Hitoshi,atatakai omoi sola|||fujima hitoshi,5,1,2008-09-30,2008-11-11
392,BURNITUP!,Janet Jackson feat. Missy Elliott,burnitup|||janet jackson feat missy elliott,5,1,2016-05-10,2019-10-29
206,Baby Powder,Jenevieve,baby powder|||jenevieve,5,1,2025-10-28,2025-11-25
214,Back Seat (Wit No Sheets),H-Town,back seat wit no sheets|||h town,5,1,2005-07-26,2005-08-23
354,Boundaries,Wade Hampton,boundaries|||wade hampton,5,1,2018-04-17,2018-05-15
366,"Breathe, Stretch, Shake",Mase feat. P. Diddy,breathe stretch shake|||mase feat p diddy,5,1,2004-12-14,2005-03-22
425,Can You Feel the Love Tonight?,Nathan Lane; Ernie Sabella; Joseph Williams; Sally Dworsky,can you feel the love tonight|||nathan lane ernie sabella joseph williams sally dworsky,5,1,2006-06-13,2006-08-22
432,Can't Breathe (Genius T Remix),Kabaka Pyramid,cant breathe genius t remix|||kabaka pyramid,5,1,2024-04-02,2024-04-30
443,Can't Tell Me Nothing,Kanye West,cant tell me nothing|||kanye west,5,1,2007-09-11,2009-12-01
512,Close Friends,Lil Baby feat. Gunna,close friends|||lil baby feat gunna,5,1,2019-07-30,2019-08-27
548,Concrete,Sean Paul,concrete|||sean paul,5,1,2003-09-30,2003-10-28
562,Crack Music (Remix),Kanye West feat. The Game,crack music remix|||kanye west feat the game,5,1,2006-02-14,2006-03-14
582,Curiosity,Nao,curiosity|||nao,5,1,2018-10-16,2018-11-13
616,Deeper,Paul Taylor,deeper|||paul taylor,5,1,2004-10-19,2004-11-16
621,Deja Vu,Mariella,deja vu|||mariella,5,1,2024-10-15,2024-11-12
629,Diatomic Power (Cool Boarders 2),SCEA,diatomic power cool boarders 2|||scea,5,1,2009-04-14,2009-05-12
655,Do Ya,Men at Large,do ya|||men at large,5,1,2006-11-21,2006-12-19
681,Don't Be Lonely,Cameo,dont be lonely|||cameo,5,1,2024-10-29,2024-11-26
704,Don't Walk Away,Jade,dont walk away|||jade,5,1,2003-05-06,2003-06-03
720,Draw the Line,A.Z.R.O.,draw the line|||a z r o,5,1,2013-11-26,2013-12-24
779,Everytime Tha Beat Drop,Monica feat. Dem Franchize Boyz,everytime tha beat drop|||monica feat dem franchize boyz,5,1,2006-11-14,2006-12-12
793,Fabulous,Jaheim,fabulous|||jaheim,5,1,2006-07-25,2006-08-29
794,Facetime,Ari Lennox feat. Durand Bernarr,facetime|||ari lennox feat durand bernarr,5,1,2020-04-14,2020-05-12
796,Fall Back,Asiahn,fall back|||asiahn,5,1,2021-11-09,2021-12-07
849,Follow My Heart,Trellini,follow my heart|||trellini,5,1,2017-06-06,2017-07-18
862,Forever My Lady (Remix),Jodeci,forever my lady remix|||jodeci,5,1,2010-05-25,2010-06-22
